BORO;STREET
Manhattan;399 GREENWICH STREET
Queens;36-26 UNION STREET
Brooklyn;1358 FLATBUSH AVENUE
Queens;19002 HORACE HARDING EXPRESSWAY
Brooklyn;376 MYRTLE AVENUE
Brooklyn;5103 8th AVENUE
Queens;9712 101ST AVE
Brooklyn;2923 AVENUE R
Queens;111-16 ATLANTIC AVENUE
Staten Island;990 ROSSVILLE AVENUE
Bronx;185 EAST  167th STREET
Manhattan;1 UNITED NATIONS PLAZA
Manhattan;70 FORSYTH STREET
Brooklyn;3910 FT HAMILTON PARKWAY
Brooklyn;5806 8th AVENUE
Queens;10722 CONTINENTAL AVE
Manhattan;10 5th AVENUE
Manhattan;53 BAYARD STREET
Manhattan;361 WEST   17th STREET
Brooklyn;94 GRAHAM AVENUE
Queens;90-15 QUEENS BOULEVARD
Brooklyn;142 SMITH STREET
Bronx;432 WEST  238th STREET
Brooklyn;97 COURT STREET
Brooklyn;42 BROADWAY
Bronx;221 WEST  230th STREET
Manhattan;183 WEST   10th STREET
Brooklyn;1558 CONEY ISLAND AVENUE
Queens;4036 82ND ST
Manhattan;1133 BROADWAY
Brooklyn;976 RUTLAND ROAD
Queens;3086 51ST ST
Manhattan;nan W 79th STREET
Manhattan;123 ALLEN STREET
Queens;40-09 PRINCE STREET
Queens;37-63 90th STREET
Queens;3305 BROADWAY
Manhattan;2200 FREDERICK DOUGLASS BOULEVARD
Queens;8116 ROOSEVELT AVE
Manhattan;406 BROOME STREET
Queens;8507 NORTHERN BLVD
Queens;82-05 NORTHERN BOULEVARD
Queens;88-02 VAN WYCK EXPRESSWAY
Manhattan;708 3rd AVENUE
Manhattan;808 LEXINGTON AVENUE
Brooklyn;7804 FLATLANDS AVENUE
Queens;4046 MAIN ST
Brooklyn;1904 BATH AVENUE
Manhattan;2276 12nd AVENUE
Bronx;1401 PLAZA DRIVE
Brooklyn;636 CARLTON AVENUE
Brooklyn;7525 5th AVENUE
Brooklyn;184 KENT AVENUE
Manhattan;610 5th AVENUE
Queens;62-97 FOREST AVENUE
Queens;8263 BROADWAY
Brooklyn;349 LEWIS AVENUE
Brooklyn;6417 20th AVENUE
Brooklyn;1849 CONEY ISLAND AVENUE
Manhattan;65 2nd AVENUE
Brooklyn;365 VAN BRUNT STREET
Bronx;667 EAST  187th STREET
Queens;nan CENTRAL TERMINAL BUILDING
Queens;17237 HILLSIDE AVE
Manhattan;1290 AVE AMERICAS
Manhattan;1883 THIRD AVENUE
Manhattan;78 ORCHARD STREET
Queens;6701 FOREST AVE
Manhattan;1275A SAINT NICHOLAS AVENUE
Brooklyn;833 UNION STREET
Brooklyn;673 FLATBUSH AVENUE
Bronx;796 COURTLANDT AVENUE
Brooklyn;6201 8th AVENUE
Brooklyn;376 MARCUS GARVEY BOULEVARD
Bronx;3966 WHITE PLAINS ROAD
Brooklyn;7911 FLATLANDS AVENUE
Manhattan;170 RIVINGTON STREET
Brooklyn;6301 8TH AVE
Manhattan;993 LEXINGTON AVENUE
Brooklyn;166 SMITH STREET
Manhattan;342 WEST   40th STREET
Manhattan;1460 2nd AVENUE
Brooklyn;833 DEKALB AVENUE
Queens;160-53 ROCKAWAY BOULEVARD
Queens;8008 SURREY PL
Manhattan;581 HUDSON STREET
Brooklyn;606 VANDERBILT AVENUE
Bronx;300 WEST  231st STREET
Queens;14613 JAMAICA AVE
Brooklyn;1377 FLATBUSH AVENUE
Brooklyn;1513 MYRTLE AVENUE
Manhattan;55 GRAND STREET
Manhattan;333 7th AVENUE
Manhattan;1065 AVENUE OF THE AMERICAS
Queens;13538 39TH AVE
Brooklyn;1104 LAFAYETTE AVENUE
Manhattan;664 6th AVENUE
Queens;70-72 KISSENA BOULEVARD
Brooklyn;2175 RALPH AVENUE
Brooklyn;7 ROCHESTER AVENUE
Brooklyn;87 35th STREET
Brooklyn;755 FLATBUSH AVENUE
Manhattan;1798 3rd AVENUE
Bronx;709 EAST  187th STREET
Brooklyn;314 BEDFORD AVENUE
Queens;37-56 108th STREET
Manhattan;1012 DELANCY STREET
Manhattan;515 MADISON AVENUE
Brooklyn;456 SUTTER AVENUE
Brooklyn;1512 NEWKIRK AVENUE
Bronx;148 WEST BURNSIDE AVENUE
Bronx;5654 RIVERDALE AVENUE
Queens;117-25 FARMERS BOULEVARD
Queens;2302 COLLEGE POINT BLVD
Manhattan;96 3rd AVENUE
Queens;41-26 CRESCENT STREET
Brooklyn;568 UNION STREET
Brooklyn;122 UNION STREET
Brooklyn;781 FULTON STREET
Queens;4512 43RD AVE
Manhattan;1 DOYERS STREET
Bronx;3492 JEROME AVENUE
Manhattan;7 DIVISION STREET
Manhattan;245 EAST   44th STREET
Brooklyn;6322 18th AVENUE
Manhattan;240 WEST   47th STREET
Queens;4127 MAIN ST
Manhattan;801 2nd AVENUE
Brooklyn;4024 8th AVENUE
Manhattan;95 2nd AVENUE
Manhattan;9 PELL STREET
Staten Island;4168 VICTORY BOULEVARD
Manhattan;1429 5th AVENUE
Queens;37-14 73rd STREET
Manhattan;964 AMSTERDAM AVENUE
Manhattan;2960 BROADWAY
Queens;161-03 CROSSBAY BOULEVARD
Brooklyn;3362 FULTON STREET
Queens;3027 STRATTON STREET
Queens;4127 MAIN ST
Brooklyn;67A UTICA AVENUE
Manhattan;227 WEST   27th STREET
Manhattan;78 RIVINGTON STREET
Brooklyn;1089 GRAND STREET
Queens;3211 JUCTION BLVD
Brooklyn;1 OLD FULTON STREET
Brooklyn;345 ADAMS STREET
Brooklyn;392 5th AVENUE
Manhattan;1550 SAINT NICHOLAS AVENUE
Manhattan;38 ELDRIDGE STREET
Manhattan;1567 LEXINGTON AVENUE
Manhattan;237 DYCKMAN STREET
Brooklyn;679 CONEY ISLAND AVENUE
Bronx;387 EAST FORDHAM ROAD
Manhattan;245 EAST   55th STREET
Queens;7010 88TH ST
Manhattan;108 EAST   38th STREET
Brooklyn;339 ADAMS STREET
Bronx;1864 WESTCHESTER AVENUE
Brooklyn;2939 CROPSEY AVENUE
Manhattan;151 WEST   34th STREET
Manhattan;329 WEST   51st STREET
Bronx;3036 WESTCHESTER AVENUE
Manhattan;817 2nd AVENUE
Manhattan;684 6th AVENUE
Brooklyn;443 7th AVENUE
Brooklyn;2101 RALPH AVENUE
Brooklyn;5100 KINGS PLZ
Manhattan;65 BLEECKER STREET
Brooklyn;1703 MCDONALD AVENUE
Manhattan;103 AVENUE B
Manhattan;20 EAST   16th STREET
Manhattan;nan 48 west 48th street
Queens;3759 74TH ST
Manhattan;218220 GRAND STREET
Brooklyn;232 TAAFFE PLACE
Manhattan;35 WEST   43rd STREET
Manhattan;240 EAST    9th STREET
Queens;24-21 STEINWAY STREET
Brooklyn;2701 CHURCH AVENUE
Bronx;26 EAST  183rd STREET
Queens;14507 ROCKAWAY BOULEVARD
Staten Island;762 MANOR ROAD
Brooklyn;8723 4th AVENUE
Manhattan;2546 FREDERICK DOUGLASS BOULEVARD
Manhattan;0 BATTERY PARK
Brooklyn;2712 EMMONS AVENUE
Manhattan;14A ELIZABETH STREET
Queens;19-06 DITMARS BOULEVARD
Manhattan;35 EAST   13rd STREET
Manhattan;14 EAST   47th STREET
Manhattan;273 WEST   38th STREET
Bronx;2085 BARTOW AVENUE
Manhattan;68 EAST BROADWAY
Queens;11114 ROCKAWAY BEACH BLVD
Queens;7905 METROPOLITAN AVENUE
Queens;3769 103rd STREET
Brooklyn;981 MANHATTAN AVENUE
Manhattan;307 WEST   17th STREET
Queens;136-17 41st AVENUE
Bronx;1731 CROSBY AVENUE
Brooklyn;250 ASHLAND PLACE
Brooklyn;67 WILSON AVENUE
Brooklyn;84 AVENUE O
Manhattan;388 GREENWICH STREET
Manhattan;125 BROAD STREET
Manhattan;4 SOUTH STREET
Manhattan;541 AMSTERDAM AVENUE
Manhattan;207 BOWERY
Bronx;2412 3rd AVENUE
Manhattan;280 BLEECKER STREET
Queens;94-13 37th AVENUE
Queens;54-01 99th STREET
Manhattan;433 WEST   34th STREET
Brooklyn;199 KNICKERBOCKER AVENUE
Brooklyn;116 KINGSTON AVENUE
Manhattan;659 9th AVENUE
Manhattan;285 MADISON AVENUE
Manhattan;31 EAST   17th STREET
Bronx;2324 ARTHUR AVENUE
Manhattan;249 EAST   49th STREET
Bronx;2783 3rd AVENUE
Brooklyn;258 DEKALB AVENUE
Manhattan;247A PARK AVENUE SOUTH
Brooklyn;860 MANHATTAN AVENUE
Staten Island;1757 ARTHUR KILL ROAD
Brooklyn;291 3rd AVENUE
Queens;90-15 QUEENS BOULEVARD
Queens;69-49 GRAND AVENUE
Brooklyn;1075 SHEEPSHEAD BAY RD
Brooklyn;254 SOUTH    2nd STREET
Queens;70-28 AUSTIN STREET
Manhattan;1707 2nd AVENUE
Brooklyn;338 BEDFORD AVENUE
Bronx;701 ALLERTON AVENUE
Manhattan;2129 3rd AVENUE
Queens;136-17 41st AVENUE
Manhattan;816 BROADWAY
Staten Island;280 MARSH AVENUE
Queens;13515 LEFFERTS BOULEVARD
Queens;3520 FARRINGTON ST
Brooklyn;80 MONTAGUE STREET
Brooklyn;547 NOSTRAND AVENUE
Queens;42-02 BELL BOULEVARD
Brooklyn;2145 KNAPP STREET
Queens;8704 ASTORIA BLVD
Brooklyn;837 PENNSYLVANIA AVENUE
Manhattan;60 PINE STREET
Queens;68-60 AUSTIN STREET
Queens;12808 111TH AVE
Manhattan;197 1st AVENUE
Manhattan;773 10th AVENUE
Manhattan;130 BOWERY
Bronx;2873 WEBSTER AVENUE
Queens;63-59 FOREST AVENUE
Brooklyn;1014 NOSTRAND AVENUE
Manhattan;25 WEST HOUSTON STREET
Manhattan;1331 2nd AVENUE
Manhattan;245 EAST HOUSTON STREET
Queens;42-35 MAIN STREET
Bronx;2419 GRAND CONCOURSE
Manhattan;52 FULTON STREET
Manhattan;1402 2nd AVENUE
Bronx;1 EAST  161st STREET
Manhattan;nan CHELSEA PIERS
Manhattan;79 MACDOUGAL STREET
Brooklyn;509 MYRTLE AVENUE
Staten Island;6 FERRY TERMINAL DRIVE
Brooklyn;4814 13rd AVENUE
Brooklyn;256 MALCOLM X BOULEVARD
Bronx;1354 EDWARD L GRANT HIGHWAY
Queens;90-40 160th STREET
Manhattan;181 CHURCH STREET
Queens;4205 35th AVENUE
Manhattan;489 COLUMBUS AVENUE
Brooklyn;663 FLATBUSH AVENUE
Manhattan;761 7th AVENUE
Manhattan;86 EAST    3rd STREET
Brooklyn;30 NEWKIRK PLAZA
Queens;7905 METROPOLITAN AVENUE
Manhattan;211 EAST   14th STREET
Brooklyn;766 WASHINGTON AVENUE
Queens;25103 NORTHERN BLVD
Brooklyn;234 4th AVENUE
Manhattan;1269 1st AVENUE
Queens;112-04 QUEENS BOULEVARD
Queens;1205 40TH AVE
Brooklyn;1802 AVENUE M
Queens;6135 JUNCTION BOULEVARD
Brooklyn;752A NOSTRAND AVENUE
Manhattan;267 COLUMBUS AVENUE
Manhattan;312 WEST   37th STREET
Brooklyn;5502 7th AVENUE
Manhattan;7680 EAST  116th STREET
Staten Island;949 JEWETT AVENUE
Manhattan;742 9th AVENUE
Manhattan;214 1st AVENUE
Queens;7907 ROOSEVELT AVE
Bronx;524 EAST  240th STREET
Brooklyn;667 CLASSON AVENUE
Manhattan;700 8th AVENUE
Brooklyn;1662 ATLANTIC AVENUE
Manhattan;1577 SAINT NICHOLAS AVENUE
Queens;27119 UNION TPKE
Brooklyn;1368 FLATBUSH AVENUE
Manhattan;939 2nd AVENUE
Queens;90-21 31st AVENUE
Queens;83-31 BROADWAY
Queens;42-02 BROADWAY
Queens;5912 MAIN ST
Queens;164-05 89th AVENUE
Queens;64-05 108th STREET
Manhattan;27 BARCLAY STREET
Bronx;3601 BARNES AVENUE
Brooklyn;6612 AVENUE U
Manhattan;41 WEST   46th STREET
Manhattan;83 CANAL STREET
Brooklyn;140 GRAHAM AVENUE
Manhattan;127A WALKER STREET
Manhattan;1641 2nd AVENUE
Brooklyn;7820 NEW UTRECHT AVENUE
Queens;5302 108TH ST
Queens;71-24 MAIN STREET
Brooklyn;283 WEST 12nd STTREET
Manhattan;533 WEST  218th STREET
Manhattan;301 WEST  121st STREET
Manhattan;177 HUDSON STREET
Manhattan;99 RIVINGTON STREET
Manhattan;208 3rd AVENUE
Queens;14306 LIBERTY AVE
Queens;24904 HILLSIDE AVENUE
Queens;2519 40th AVENUE
Bronx;4124A WHITE PLAINS ROAD
Manhattan;100 GREENWICH STREET
Manhattan;55 CHRISTOPHER STREET
Manhattan;77 ST MARKS PLACE
Queens;9419 63RD DR
Manhattan;15 EAST   13rd STREET
Manhattan;807 LEXINGTON AVENUE
Manhattan;5 WEST   37th STREET
Brooklyn;943 FLATBUSH AVENUE
Bronx;4685 MANHATTAN COLLEGE PARKWAY
Brooklyn;1503 AVENUE U
Manhattan;240A CANAL STREET
Queens;8917 165TH ST
Bronx;2370 BELMONT AVENUE
Brooklyn;2505 EMMONS AVENUE
Brooklyn;1114-1116 AVENUE U
Queens;69-46 MYRTLE AVENUE
Brooklyn;504 39th STREET
Brooklyn;4408 3rd AVENUE
Queens;6212 WOODHAVEN BLVD
Manhattan;558 HUDSON STREET
Manhattan;204 AVENUE B
Bronx;25 BEDFORD PARK BLVD EAST
Manhattan;5141 BROADWAY
Manhattan;53 WEST  116th STREET
Brooklyn;517 STANLEY AVENUE
Manhattan;2690 BROADWAY
Manhattan;60 MULBERRY STREET
Queens;3711 73RD ST
Manhattan;101 EAST   16th STREET
Brooklyn;5001 13TH AVE
Manhattan;1443 YORK AVENUE
Queens;22330 UNION TPKE
Brooklyn;379 UNION AVENUE
Manhattan;50 3rd AVENUE
Manhattan;172 DELANCEY STREET
Brooklyn;5414 7th AVENUE
Manhattan;143 PERRY STREET
Manhattan;1216 FIFTH AVENUE
Brooklyn;222 DUFFIELD STREET
Manhattan;21 EAST    9th STREET
Manhattan;21 BEDFORD STREET
Manhattan;1125 LEXINGTON AVENUE
Manhattan;1650 3rd AVENUE
Manhattan;122 1st AVENUE
Bronx;182 WEST BURNSIDE AVENUE
Brooklyn;2192 PITKIN AVENUE
Manhattan;699 AVENUE OF AMERICAS
Manhattan;725 5th AVENUE
Queens;000 126TH  & ROOSEVELT AVENUE
Manhattan;770 WEST  181st STREET
Queens;38-01 31st AVENUE
Manhattan;421 WEST  202nd STREET
Manhattan;2 BROADWAY
Manhattan;1567 BROADWAY
Manhattan;55 THOMAS STREET
Manhattan;684 6th AVENUE
Brooklyn;4312 3rd AVENUE
Queens;7310 NORTHERN BOULEVARD
Brooklyn;2335 86th STREET
Brooklyn;3401 CHURCH AVENUE
Manhattan;57 WEST   58th STREET
Bronx;800 BURKE AVENUE
Brooklyn;324 LIVINGSTON STREET
Brooklyn;90 CALYER STREET
Queens;46-10 SKILLMAN AVENUE
Brooklyn;178 NORTH   10th STREET
Queens;3016 36th AVENUE
Brooklyn;2320 86th STREET
Brooklyn;507 PINE STREET
Manhattan;88 2nd AVENUE
Brooklyn;1521 SURF AVENUE
Staten Island;1445 RICHMOND AVENUE
Queens;4723 VERNON BLVD
Brooklyn;6418 20th AVENUE
Brooklyn;960 ATLANTIC AVENUE
Queens;13341 41ST AVE
Manhattan;67 EAST BROADWAY
Manhattan;5 SPRING STREET
Bronx;920 EAST  174th STREET
Queens;9208 173rd STREET
Queens;188-02 UNION TURNPIKE
Brooklyn;850 PENNSYLVANIA AVENUE
Manhattan;54 PEARL STREET
Queens;33-02 35th AVENUE
Manhattan;205 ALLEN STREET
Manhattan;212 WEST   79th STREET
Brooklyn;11010 FLATLANDS AVENUE
Staten Island;154 MANSION AVENUE
Brooklyn;84 7th AVENUE
Staten Island;710 NEW DORP LANE
Manhattan;2145 AMSTERDAM AVENUE
Brooklyn;249A SCHENECTADY AVENUE
Manhattan;160 BROADWAY
Manhattan;44 EAST   32nd STREET
Manhattan;170 JOHN STREET
Queens;11302 SPRINGFIELD BLVD
Manhattan;5 WEST   37th STREET
Queens;7207 AUSTIN STREET
Manhattan;338 EAST    6th STREET
Staten Island;1771 HYLAN BOULEVARD
Queens;5615 JUNCTION BLVD
Queens;7811 ROOSEVELT AVENUE
Brooklyn;947 4th AVENUE
Bronx;3447 BAYCHESTER AVENUE
Manhattan;304 PARK AVENUE SOUTH
Bronx;400 EAST  167th STREET
Manhattan;23 EAST   15th STREET
Manhattan;251 WEST   85th STREET
Manhattan;129 4th AVENUE
Bronx;3005 MIDDLETOWN ROAD
Manhattan;12 1st AVENUE
Manhattan;25 WEST   51st STREET
Brooklyn;4 NEPTUNE AVENUE
Brooklyn;7210 NEW UTRECHT AVENUE
Brooklyn;122 7th AVENUE
Staten Island;4906 ARTHUR KILL ROAD
Queens;14-32 COLLEGE POINT BOULEVARD
Queens;11623 JAMAICA AVE
Manhattan;79 MOTT STREET
Brooklyn;67 FRONT STREET
Manhattan;891 1st AVENUE
Manhattan;4384 BROADWAY
Queens;6406 108TH ST
Manhattan;35 WEST   43rd STREET
Bronx;1617 WESTCHESTER AVENUE
Manhattan;1271 THIRD AVENUE
Brooklyn;755 GRAND STREET
Brooklyn;1524 MYRTLE AVENUE
Queens;39-01 MAIN STREET
Manhattan;2651 BROADWAY
Queens;79-08 PARSONS BOULEVARD
Queens;94-59 CORONA AVENUE
Bronx;2090 BARTOW AVENUE
Queens;4211 102ND ST
Manhattan;827 WEST  181st STREET
Manhattan;455 MADISON AVENUE
Queens;7325 WOODHAVEN BOULEVARD
Queens;106-11 CONTINENTAL AVENUE
Brooklyn;524 86th STREET
Brooklyn;691 6th AVENUE
Brooklyn;355 GATEWAY DRIVE
Brooklyn;2813 GLENWOOD ROAD
Queens;8241 153RD AVE
Brooklyn;794 WASHINGTON AVENUE
Brooklyn;4803 5th AVENUE
Queens;14946 41ST AVE
Bronx;432 WEST  238th STREET
Brooklyn;270 SMITH STREET
Bronx;772 ALLERTON AVENUE
Staten Island;2561 HYLAN BOULEVARD
Bronx;4024 WHITE PLAINS ROAD
Bronx;193 WEST  237th STREET
Brooklyn;1556 RALPH AVENUE
Manhattan;28 WEST    8th STREET
Manhattan;81 UNIVERSITY PLACE
Brooklyn;1368 FLATBUSH AVENUE
Queens;86-05 ROCKAWAY BEACH BOULEVARD
Manhattan;10 MORTON STREET
Manhattan;9 CHATHAM SQUARE
Manhattan;248 BROOME STREET
Bronx;332 EAST GUN HILL ROAD
Brooklyn;195 WYCKOFF AVENUE
Manhattan;890 BROADWAY
Queens;3766 103RD ST
Queens;217-19 JAMAICA AVENUE
Brooklyn;1201 FLUSHING AVE
Brooklyn;3001 AVENUE K
Brooklyn;5318 8th AVENUE
Manhattan;1012 DELANCY STREET
Brooklyn;173 PARK AVENUE
Brooklyn;1708 EAST   16th STREET
Staten Island;1775 SOUTH AVENUE
Queens;23418 MERRICK BLVD
Brooklyn;9413 3rd AVENUE
Manhattan;521 THIRD AVENUE
Queens;859 WYCKOFF AVENUE
Brooklyn;102 BERRY STREET
Brooklyn;8715 18th AVENUE
Queens;8105 NORTHERN BLVD
Manhattan;2628 CARMINE STREET
Manhattan;473 LENOX AVENUE
Brooklyn;148 MESEROLE STREET
Bronx;582 MORRIS AVENUE
Staten Island;90 GUYON AVENUE
Queens;16928 HILLSIDE AVE
Bronx;1378 CROSBY AVENUE
Manhattan;762 9th AVENUE
Manhattan;550 LAGUARDIA PLACE
Brooklyn;849 4th AVENUE
Bronx;690 MELROSE AVENUE
Manhattan;4325 BROADWAY
Bronx;690 MELROSE AVENUE
Manhattan;1722 AMSTERDAM AVENUE
Queens;41-09 150th STREET
Brooklyn;1824 SHORE PARKWAY
Manhattan;52 WEST   33rd STREET
Staten Island;68 VAN RIPER STREET
Brooklyn;214 SMITH STREET
Manhattan;101 MAIDEN LANE
Manhattan;125 1ST AVE #127
Manhattan;100 GRAND STREET
Brooklyn;326 EAST   98th STREET
Manhattan;76 VARICK STREET
Staten Island;108 VICTORY BOULEVARD
Brooklyn;3015 MERMAID AVENUE
Brooklyn;2104 LINDEN BOULEVARD
Bronx;500 GRAND CONCOURSE
Queens;177-15/21 UNION TPKE
Manhattan;300 E 86TH ST
Manhattan;58 2nd AVENUE
Brooklyn;241 BUSHWICK AVENUE
Manhattan;1701 1st AVENUE
Manhattan;28 MOTT STREET
Brooklyn;1789 STILLWELL AVENUE
Queens;7160 AUSTIN ST
Bronx;860 MELROSE AVENUE
Manhattan;240 WEST   54th STREET
Manhattan;75 FRANKLIN STREET
Brooklyn;504 CLARKSON AVENUE
Queens;10962 FRANCIS LEWIS BOULEVARD
Brooklyn;63 GUERNSEY STREET
Manhattan;987 1st AVENUE
Queens;15428 NORTHERN BLVD
Queens;22318 LINDEN BLVD
Manhattan;nan 48 west 48th street
Brooklyn;388 ATLANTIC AVENUE
Manhattan;45 WEST   27th STREET
Manhattan;345 EAST    6th STREET
Queens;26-15 FRANCIS LEWIS BOULEVARD
Brooklyn;5520 5th AVENUE
Manhattan;111 STANTON STREET
Manhattan;1290 6th AVENUE
Queens;13407 ROCKAWAY BOULEVARD
Queens;13407 ROCKAWAY BOULEVARD
Brooklyn;254 5th AVENUE
Manhattan;2 EAST BROADWAY
Manhattan;308 WEST   50th STREET
Manhattan;115 EAST   57th STREET
Brooklyn;3152 BRIGHTON    6th STREET
Manhattan;260 WEST   44th STREET
Staten Island;1376 FOREST AVENUE
Bronx;651 ELTON AVENUE
Brooklyn;7218 18th AVENUE
Manhattan;217 EAST   51st STREET
Bronx;726 EAST  152nd STREET
Manhattan;1158 BROADWAY
Bronx;1322A EAST GUN HILL ROAD
Queens;21816 JAMAICA AVENUE
Manhattan;318 WEST   51st STREET
Brooklyn;1278 49th STREET
Manhattan;673 MADISON AVENUE
Manhattan;179 FRANKLIN STREET
Manhattan;129 RIVINGTON STREET
Manhattan;51 WEST   51st STREET
Bronx;686 NEREID AVENUE
Staten Island;1778 FOREST AVENUE
Manhattan;180 LUDLOW STREET
Brooklyn;1741 SHEEPSHEAD BAY ROAD
Brooklyn;193 FROST STREET
Bronx;112 WEST  168th STREET
Brooklyn;11 WATER STREET
Brooklyn;705 MYRTLE AVENUE
Bronx;1739 EAST  172nd STREET
Brooklyn;2524 CONEY ISLAND AVENUE
Manhattan;234 WEST   42nd STREET
Brooklyn;1366 FLATBUSH AVENUE
Bronx;101 EAST  161st STREET
Manhattan;19 EAST   26th STREET
Manhattan;672 8th AVENUE
Brooklyn;1077A RUTLAND ROAD
Manhattan;878 LEXINGTON AVENUE
Manhattan;48 WEST   48th STREET
Manhattan;1 RANDALLS ISLAND
Manhattan;466 HUDSON STREET
Queens;98-15 ASTORIA BOULEVARD
Queens;71-04 35th AVENUE
Brooklyn;7111 18th AVENUE
Manhattan;40 BOWERY
Brooklyn;2811 CROPSEY AVENUE
Manhattan;547 HUDSON STREET
Brooklyn;374 GRAHAM AVENUE
Manhattan;6 WEST   25th STREET
Brooklyn;774 WASHINGTON AVENUE
Brooklyn;5326 NEW UTRECHT AVENUE
Manhattan;419 WEST   34th STREET
Brooklyn;166 NORTH    4th STREET
Staten Island;309 BRADLEY AVENUE
Brooklyn;3360 ATLANTIC AVENUE
Queens;133-35 ROOSEVELT AVENUE
Manhattan;484 3rd AVENUE
Brooklyn;1674 10th AVENUE
Bronx;5677 RIVERDALE AVENUE
Brooklyn;165 WILSON AVENUE
Brooklyn;2017 FULTON STREET
Manhattan;525 LEXINGTON AVENUE
Staten Island;337 NEW DORP LANE
Manhattan;15 GOLD STREET
Brooklyn;2928 ATLANTIC AVENUE
Brooklyn;596 MANHATTAN AVENUE
Manhattan;2751 BROADWAY
Manhattan;232 EAST   53rd STREET
Queens;60-48 MYRTLE AVENUE
Brooklyn;760 MANHATTAN AVENUE
Queens;105-04 LIBERTY AVENUE
Bronx;2424 3rd AVENUE
Manhattan;701 SAINT NICHOLAS AVENUE
Staten Island;170 SOUTH AVENUE
Manhattan;41 EAST   41st STREET
Manhattan;181 VARICK STREET
Manhattan;132 SAINT MARKS PLACE
Manhattan;732 AMSTERDAM AVENUE
Queens;213-15 35th AVENUE
Brooklyn;5410 8th AVENUE
Manhattan;550 1st AVENUE
Manhattan;1484 AMSTERDAM AVENUE
Manhattan;139 EAST BROADWAY
Queens;9407 ASTORIA BLVD
Bronx;2319 HUGHES AVENUE
Bronx;640 MELROSE AVENUE
Brooklyn;1933 FULTION ST
Brooklyn;154 ADELPHI STREET
Manhattan;16 WEST   23rd STREET
Manhattan;211 EAST   43rd STREET
Bronx;155A WEST KINGSBRIDGE ROAD
Queens;12909 26TH AVE
Queens;117-02 ROOSEVELT AVENUE
Manhattan;210 EAST 9th TH STREET
Queens;652 WOODWARD AVENUE
Manhattan;18 EAST   39th STREET
Manhattan;447 EAST   52nd STREET
Manhattan;300 WEST   57th STREET
Queens;165-25 LIBERTY AVENUE
Manhattan;200 WEST   44th STREET
Queens;8817 JAMAICA AVE
Brooklyn;318 CORTELYOU ROAD
Queens;4119 162ND ST
Queens;2506 QUEENS PLZ S
Brooklyn;804 NOSTRAND AVENUE
Manhattan;10 EAST   38th STREET
Queens;4620 QUEENS BLVD
Manhattan;70 MOTT STREET
Brooklyn;5716 5th AVENUE
Queens;3009 STEINWAY ST
Bronx;746 EAST  233rd STREET
Brooklyn;5701 6th AVENUE
Bronx;254 SOUNDVIEW AVENUE
Manhattan;155 EAST   42nd STREET
Queens;92-15 149th STREET
Manhattan;167 EAST  106th STREET
Manhattan;1 EAST   35th STREET
Brooklyn;5601 CLARENDON ROAD
Brooklyn;241 SOUTH    4th STREET
Queens;37-05 31st AVENUE
Manhattan;502 AMSTERDAM AVENUE
Staten Island;770 MANOR ROAD
Brooklyn;6804 BAY PARKWAY
Manhattan;2000 3rd AVENUE
Manhattan;38 LEXINGTON AVENUE
Manhattan;165 EAST BROADWAY
Manhattan;410 WEST  145th STREET
Queens;22205 56th AVENUE
Bronx;159B EAST  170th STREET
Manhattan;1320 AVENUE OF THE AMERICAS
Manhattan;854 10th AVENUE
Manhattan;126 1st AVENUE
Queens;8405 QUEENS BLVD
Queens;160-08 46th AVENUE
Brooklyn;6610 BAY PARKWAY
Manhattan;2085 BROADWAY
Manhattan;77 IRVING PLACE
Bronx;1200 WATERS PLACE
Manhattan;1260 LEXINGTON AVENUE
Brooklyn;274 4th AVENUE
Queens;11116 QUEENS BLVD
Bronx;359 SOUTHERN BOULEVARD
Manhattan;348 WEST  145th STREET
Queens;69-45 51st AVENUE
Manhattan;18 BEAVER STREET
Brooklyn;74 5th AVENUE
Manhattan;270 WEST   72nd STREET
Manhattan;30 PRINCE STREET
Bronx;727 BURKE AVENUE
Queens;32-17 STEINWAY STREET
Brooklyn;5610 CLARENDON ROAD
Manhattan;502 9th AVENUE
Manhattan;246 5th AVENUE
Manhattan;1726 2nd AVENUE
Queens;3711 73RD ST
Manhattan;485 5th AVENUE
Manhattan;1664 1st AVENUE
Queens;89-05 NORTHERN BOULEVARD
Brooklyn;1502 CORTELYOU ROAD
Manhattan;770 BROADWAY
Queens;4115 31st AVENUE
Manhattan;301 EAST   91st STREET
Manhattan;503 WEST  181st STREET
Brooklyn;1972 86th STREET
Queens;21-64 UTOPIA PARKWAY
Bronx;4029 EAST TREMONT AVENUE
Brooklyn;1306 40th STREET
Queens;13841 JAMAICA AVENUE
Manhattan;45 CATHERINE STREET
Queens;180-26 UNION TURNPIKE
Manhattan;1 WEST   54th STREET
Brooklyn;55 WATER STREET
Manhattan;389 AMSTERDAM AVENUE
Manhattan;1709 AMSTERDAM AVENUE
Queens;6330 KISSENA BOULEVARD
Staten Island;2602 HYLAN BOULEVARD
Manhattan;1613 2nd AVENUE
Queens;40-09 PRINCE STREET
Manhattan;1257 PARK AVENUE
Brooklyn;535 6th AVENUE
Brooklyn;995 FLUSHING AVENUE
Brooklyn;167 7th AVENUE
